uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
1252373,O,,,900,F,FALSE,FALSE,FALSE,,,,,22,活躍_低價值,待喚回高潛力,活耀,1,719,22,719,719,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18885376,O,,,310,F,FALSE,FALSE,FALSE,,,,,90,流失_低價值,沉睡1,睡眠,,,396,,,,,,,,,,,,,,,,,,,,3C,,,南紡3C,LCD螢幕,,日用,3C,生活,香氛美體,南紡食品,南紡3C
1380183,F,,,802,F,FALSE,FALSE,FALSE,6,0,0,0,83,沉睡_低價值,,潛在,,,200,,,,,7,下午,,,,,,,,生活,,,餐具,,,書店,日用,,金石堂,語言學習,醫療保健,周邊,日用,生活,MUJI無印良品,滑鼠,Logitech/羅技
17780658,O,,,429,F,FALSE,FALSE,FALSE,,,,,47,活躍_低價值,高潛力低貢獻,活耀,1,290,47,290,290,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18504249,O,,,811,F,FALSE,FALSE,FALSE,,,,,42,活躍_高價值,低潛力高貢獻,活耀,2,27989,31,14090,9329.666667,7,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,
14142843,O,,,625,F,FALSE,FALSE,FALSE,,,,,41,,,活耀,1,780,41,780,780,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17588808,O,,,248,F,FALSE,FALSE,FALSE,0,2,0,0,50,沉睡_低價值,非潛力,潛在,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,生活,,,園藝,,
19144324,O,,,802,F,FALSE,FALSE,FALSE,,,,,37,流失_低價值,沉睡1,潛在,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037661,O,,,827,F,FALSE,FALSE,FALSE,,,,,83,活躍_低價值,非潛力,活耀,1,10658,84,10658,10658,5,0,,,,,,,,,,,,,,,,家電,生活,,料理電器,生活工場,洗/乾衣機,家電,生活,,料理電器,生活工場,電暖器
10958584,F,,,411,F,FALSE,FALSE,FALSE,,,,,52,活躍_高價值,低潛力高貢獻,活耀,2,133952,15,66976,44650.66667,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16538896,O,,,433,F,FALSE,FALSE,FALSE,,,,,90,,,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008215,O,,,248,F,FALSE,FALSE,FALSE,,,,,8,活躍_低價值,高潛力低貢獻,活耀,1,299,69,299,299,1,0,6,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
6856654,F,,,824,F,FALSE,FALSE,FALSE,,,,,21,活躍_低價值,,活耀,1,6490,21,6490,6490,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18574586,O,,,304,F,FALSE,FALSE,FALSE,,,,,26,活躍_低價值,非潛力,活耀,3,3828,23,1699,1276,5,0,5,早上,,,,,,,,居家,周邊,生活,咖啡茶,耳機/麥克風,電腦椅,,,,,,,生活,,,咖啡茶,,
19266641,O,,,512,F,FALSE,FALSE,FALSE,,,,,15,未轉換,,潛在,,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17568147,O,,,337,F,FALSE,FALSE,FALSE,,,,,15,未轉換,,潛在,,,288,,,,,1,下午,,,,,,,,美妝,,,專櫃保養,,,,,,,,,美妝,,,沙龍髮品,,
9948100,O,,,401,F,FALSE,FALSE,FALSE,25,0,0,0,10,活躍_中價值,高忠誠高貢獻,活耀,2,4188,10,1990,1396,4,0,7,半夜,,,,,,,,周邊,書店,日用,耳機/麥克風,讀墨電子書,宗教,日用,通訊,生活,辦公設備,銀髮族,平板,日用,通訊,生活,銀髮族,手工/香氛皂,平板
10799226,O,,,718,F,FALSE,FALSE,FALSE,,,,,40,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8480056,F,,,204,F,FALSE,FALSE,FALSE,,,,,86,活躍_低價值,非潛力,活耀,1,2190,86,2190,2190,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639879,O,,,655,F,FALSE,FALSE,FALSE,,,,,34,沉睡_低價值,非潛力,潛在,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622599,M,,,244,F,FALSE,FALSE,FALSE,,,,,22,活躍_低價值,低潛力高貢獻,活耀,1,767,37,767,767,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293739,F,,,428,F,FALSE,FALSE,FALSE,,,,,58,待喚回_低價值,低潛力高貢獻,潛在,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14549780,O,,,266,F,FALSE,FALSE,FALSE,,,,,43,活躍_中價值,非潛力,活耀,1,33999,43,33999,33999,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14089974,O,,,811,F,FALSE,FALSE,FALSE,,,,,20,活躍_低價值,沉睡1,活耀,1,1024,20,1024,1024,2,0,4,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
14167458,O,,,514,F,FALSE,FALSE,FALSE,,,,,4,沉睡_低價值,高流失低潛力,潛在,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13788882,O,,,239,F,FALSE,FALSE,FALSE,,,,,4,活躍_低價值,低潛力高貢獻,活耀,5,4132,25,1460,826.4,15,100,6,半夜,,,,,,,,日用,食品,生活,米/食材,洗衣精,零食,,,,,,,周邊,,,,,
8414212,F,,,540,F,FALSE,FALSE,FALSE,0,1,0,0,37,活躍_低價值,非潛力,活耀,1,1090,37,1090,1090,2,0,1,下午,,,,,,,,美妝,周邊,,Logitech/羅技,美材工具,,書店,,,讀墨電子書,,,書店,,,讀墨電子書,,
8137929,O,,,200,F,FALSE,FALSE,FALSE,,,,,38,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18015455,O,,,265,F,TRUE,FALSE,FALSE,,,,,87,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17419432,O,,,811,F,FALSE,FALSE,FALSE,,,,,41,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12686770,O,,,243,F,FALSE,FALSE,FALSE,,,,,13,活躍_高價值,待喚回忠誠,活耀,1,4288,13,4288,4288,2,0,,,DAAG,DBAC,,DAAG0W,DBAC04,,信用卡,,,,,,,,,,,,,,,,,,
14680959,O,,,900,F,FALSE,FALSE,FALSE,,,,,18,活躍_低價值,低潛力低貢獻,活耀,2,2995,17,2995,1497.5,2,867,,,,,,,,,,,,,,,,,,,,,,衣鞋包錶,,,LANEW,,
17270302,O,,,304,F,FALSE,FALSE,FALSE,,,,,90,活躍_低價值,非潛力,睡眠,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11151991,F,,,248,F,FALSE,FALSE,FALSE,,,,,1,未轉換,非潛力,潛在,,,283,,,,,2,早上,,,,,,,,衣鞋包錶,,,SKECHERS,,,,,,,,,,,,,,
16295750,O,,,248,F,FALSE,FALSE,FALSE,,,,,90,沉睡_低價值,高流失低潛力,睡眠,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914175,F,,,802,F,FALSE,FALSE,FALSE,,,,,23,沉睡_低價值,非潛力,潛在,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14386181,O,,,892,F,FALSE,FALSE,FALSE,,,,,19,活躍_低價值,,活耀,2,11149,13,6899,5574.5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17477820,O,,,269,F,TRUE,FALSE,FALSE,,,,,12,,,活耀,1,240,12,240,240,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10895577,F,,,433,F,FALSE,FALSE,FALSE,,,,,28,活躍_低價值,,活耀,1,531,28,531,531,1,59,,,,,,,,,,,,,,,,通訊,,,旅遊卡,,,通訊,,,旅遊卡,,
14426122,O,,,711,F,FALSE,FALSE,FALSE,,,,,63,活躍_低價值,低潛力低貢獻,活耀,1,1590,63,1590,1590,1,0,,,,,,,,,,,,,,,,家電,日用,,美容護髮,,,日用,家電,,美容護髮,,
11912554,O,,,904,F,FALSE,FALSE,FALSE,,,,,82,流失_低價值,非潛力,潛在,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242305,F,,,244,F,FALSE,TRUE,FALSE,,,,,13,活躍_中價值,高忠誠高貢獻,活耀,1,1000,8,1000,1000,1,0,6,下午,,,,,,,,生活,,,儲值,,,,,,,,,日用,食品,家電,烤箱/微波爐,,
14404831,O,,,304,F,FALSE,FALSE,FALSE,5,0,0,0,87,活躍_低價值,低潛力高貢獻,活耀,1,3990,87,3990,3990,1,0,,,DBAF,DBAC,DEDK,DBAF9T,DBACDR,DEDK0I,信用卡,,,,,,,食品,生活,,沙發/椅,MUJI無印良品,生機,食品,生活,,沙發/椅,MUJI無印良品,生機
19771275,O,,,244,F,FALSE,FALSE,FALSE,,,,,13,沉睡_低價值,高流失低潛力,潛在,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218689,F,,,806,F,FALSE,FALSE,FALSE,,,,,34,活躍_中價值,高忠誠高貢獻,活耀,3,3820,34,3036,1273.333333,3,0,4,早上,,,,,,,,母嬰,,,推車汽座,,,生活,,,杯瓶,,,生活,休閒,周邊,滑鼠,UPS,線材
19553123,O,,,821,F,FALSE,FALSE,FALSE,,,,,61,待喚回_低價值,非潛力,潛在,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859323,F,,,613,F,TRUE,FALSE,FALSE,,,,,84,活躍_低價值,非潛力,活耀,1,599,84,599,599,1,0,,,,,,,,,,,,,,,,生活,,,收納,床/櫃子,,生活,,,床/櫃子,收納,
8898933,F,,,237,F,FALSE,FALSE,FALSE,,,,,67,活躍_低價值,非潛力,活耀,1,980,70,980,980,1,0,3,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
10607881,O,,,434,F,FALSE,FALSE,FALSE,,,,,12,活躍_高價值,高忠誠高貢獻,活耀,6,18533,0,7600,3088.833333,13,520,3,下午,,,,,,,,,,,,,,通訊,3C,,創見,,,數位,3C,通訊,APPLE,電玩/遊戲,創見
3331757,F,,,414,F,FALSE,FALSE,FALSE,,,,,22,待喚回_低價值,非潛力,潛在,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268482,F,,,852,F,FALSE,FALSE,FALSE,,,,,19,待喚回_低價值,非潛力,潛在,,,143,,,,,5,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
17023044,O,,,337,F,FALSE,FALSE,FALSE,,,,,49,活躍_高價值,高忠誠高貢獻,活耀,9,22731,19,3999,1748.538462,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
17121216,O,,,801,F,FALSE,FALSE,FALSE,,,,,12,活躍_低價值,低潛力高貢獻,活耀,2,3466,35,2150,1733,11,0,,,,,,,,,,,,,,,,,,,,,,通訊,衣鞋包錶,,iPhone殼套,,
9705288,O,,,508,F,FALSE,FALSE,FALSE,,,,,67,活躍_低價值,非潛力,活耀,1,1780,88,1780,1780,1,0,,,,,,,,,,,,,,,,日用,,,醫療口罩專區,,,生活,日用,,醫療口罩專區,,
6582733,F,,,704,F,FALSE,FALSE,FALSE,,,,,4,沉睡_低價值,高流失低潛力,潛在,,,228,,,,,,,,,,,,,,,,,,,,日用,,,除濕除蟲,,,日用,,,除濕除蟲,,
16950080,O,,,542,F,FALSE,FALSE,FALSE,,,,,36,活躍_低價值,低潛力高貢獻,活耀,2,2598,29,1999,1299,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14088112,O,,,700,F,TRUE,FALSE,FALSE,,,,,78,,,活耀,1,5880,78,5880,5880,2,100,2,晚上,,,,,,,,母嬰,,,婦幼,,,,,,,,,,,,,,
13858542,O,,,812,F,TRUE,FALSE,FALSE,,,,,75,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151655,F,,,413,F,FALSE,FALSE,FALSE,,,,,12,待喚回_低價值,非潛力,潛在,,,106,,,,,,,,,,,,,,,,,,,,食品,,,,,,食品,,,,,
20334360,O,,,265,F,FALSE,FALSE,FALSE,18,0,0,0,0,活躍_中價值,低潛力高貢獻,活耀,4,3975,0,1582,795,15,0,4,早上,,,,,,,,生活,食品,,家飾,泡麵,,美妝,食品,生活,掃除用具,零食,液晶電視,食品,生活,美妝,洗衣精,進口飲料,牙膏牙刷漱口水
5529275,F,,,411,F,FALSE,FALSE,FALSE,,,,,71,活躍_低價值,低潛力高貢獻,活耀,1,1332,70,1332,1332,1,0,3,晚上,,,,,,,,,,,,,,,,,,,,生活,,,卡通館,,
18557403,O,,,237,F,FALSE,FALSE,FALSE,,,,,57,,,潛在,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572514,F,,,427,F,FALSE,TRUE,FALSE,,,,,4,活躍_低價值,低潛力高貢獻,活耀,3,3521,5,2218,1173.666667,4,0,5,下午,,,,,,,,,,,,,,,,,,,,,,,,,
7930637,O,,,239,F,FALSE,FALSE,FALSE,,,,,41,活躍_中價值,低潛力高貢獻,活耀,2,9050,32,6990,4525,17,0,6,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
6915655,F,,,800,F,FALSE,FALSE,FALSE,1,0,0,0,32,活躍_中價值,低潛力高貢獻,活耀,2,3988,33,3090,1994,4,0,,,,,,,,,,,,,,,,周邊,,,噴墨印表機,,,日用,周邊,,噴墨印表機,,
21130736,O,,,260,F,TRUE,FALSE,FALSE,,,,,6,,,活耀,1,6999,6,6999,6999,1,0,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
12176052,F,,,718,F,TRUE,FALSE,FALSE,,,,,75,活躍_低價值,非潛力,活耀,1,1799,75,1799,1799,2,0,,,,,,,,,,,,,,,,,,,,,,3C,,,LCD螢幕,南紡3C,
14311334,O,,,414,F,FALSE,FALSE,FALSE,,,,,75,未轉換,非潛力,潛在,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74873,M,,,414,F,TRUE,FALSE,FALSE,,,,,42,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950327,F,,,244,F,FALSE,FALSE,FALSE,,,,,86,沉睡_低價值,非潛力,潛在,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035635,O,,,976,F,FALSE,FALSE,FALSE,,,,,47,活躍_低價值,低潛力高貢獻,活耀,1,529,47,529,529,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488937,F,,,730,F,FALSE,FALSE,FALSE,,,,,57,活躍_低價值,低潛力高貢獻,活耀,1,554,57,554,554,2,0,3,晚上,,,,,,,,衣鞋包錶,生活,,SKECHERS,,,家電,生活,食品,餐具,料理電器,進口食材,休閒,家電,食品,杯瓶,進口食材,床/櫃子
18580597,O,,,437,F,FALSE,FALSE,FALSE,,,,,36,待喚回_低價值,低潛力低貢獻,潛在,,,98,,,,,,,,,,,,,,,,,,,,書店,生活,,嬰童,玩具,,書店,生活,,玩具,嬰童,
12403534,F,,,433,F,FALSE,FALSE,FALSE,,,,,14,未轉換,,潛在,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,生活,,,,,
5540796,F,,,744,F,FALSE,FALSE,FALSE,,,,,54,,,潛在,,,,,,,,1,晚上,,,,,,,,家電,,,洗/乾衣機,南紡家電,,食品,,,,,,食品,,,,,
20523437,O,,,249,F,FALSE,FALSE,FALSE,1,0,0,0,13,沉睡_低價值,高流失低潛力,潛在,,,296,,,,,3,晚上,,,,,,,,3C,,,網　路,,,通訊,家電,,iPhone殼套,,,家電,數位,通訊,電玩/遊戲,iPhone殼套,
10909536,O,,,243,F,FALSE,FALSE,FALSE,,,,,47,活躍_低價值,非潛力,活耀,2,21789,47,21090,10894.5,10,0,5,早上,,,,,,,,,,,,,,,,,,,,,,,,,
12781642,F,,,736,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,沉睡1,活耀,2,4480,11,2590,2240,3,400,,,,,,,,,,,,,,,,,,,,,,休閒,,,運動鞋,,
7322878,F,,,435,F,FALSE,FALSE,FALSE,,,,,79,未轉換,,潛在,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,家電,,,除濕機,,
20032321,O,,,825,F,FALSE,FALSE,FALSE,,,,,40,待喚回_低價值,低潛力高貢獻,潛在,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17012596,O,,,429,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,非潛力,活耀,1,2100,13,2100,2100,1,200,4,下午,,,,,,,,周邊,,,耳機/麥克風,,,,,,,,,,,,,,
18314275,F,19630522,60,723,F,FALSE,FALSE,FALSE,,,,,29,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13765463,O,,,723,F,TRUE,FALSE,FALSE,2,0,0,0,6,活躍_低價值,非潛力,活耀,2,6608,7,6209,3304,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11998961,O,,,831,F,FALSE,FALSE,FALSE,,,,,40,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21114567,F,19590914,64,970,F,FALSE,FALSE,FALSE,,,,,72,活躍_低價值,非潛力,活耀,1,909,72,909,909,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18626194,O,,,,F,TRUE,FALSE,FALSE,,,,,58,,,潛在,,,,,,,,1,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
17358097,O,,,,F,TRUE,FALSE,FALSE,,,,,77,,,潛在,,,,,,,,5,早上,,,,,,,,,,,,,,,,,,,,,,,,,
20558140,O,,,,F,TRUE,FALSE,FALSE,,,,,37,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20127232,O,,,,F,TRUE,FALSE,FALSE,,,,,86,,,潛在,,,,,,,,,,,,,,,,,,,,,,,生活,,,家飾,,,生活,,,家飾,,
19834481,O,,,,F,TRUE,FALSE,FALSE,,,,,12,,,潛在,,,,,,,,5,下午,,,,,,,,,,,,,,,,,,,,,,,,,
21089435,O,,,,F,TRUE,FALSE,FALSE,,,,,66,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20913316,O,,,,F,TRUE,FALSE,FALSE,,,,,86,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15199398,O,,,,F,TRUE,FALSE,FALSE,,,,,56,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19836063,O,,,,F,TRUE,FALSE,FALSE,,,,,11,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18094730,O,,,,F,TRUE,FALSE,FALSE,,,,,22,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20017010,O,,,,F,TRUE,FALSE,FALSE,,,,,2,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17614640,O,,,,F,TRUE,FALSE,FALSE,,,,,59,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19892547,O,,,,F,TRUE,FALSE,FALSE,,,,,36,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067776,O,,,,F,TRUE,FALSE,FALSE,,,,,3,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20997760,O,,,,F,TRUE,FALSE,FALSE,,,,,44,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18252709,O,,,,F,TRUE,FALSE,FALSE,,,,,75,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630552,F,19990627,24,,F,TRUE,FALSE,FALSE,,,,,16,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19891419,O,,,,F,TRUE,FALSE,FALSE,,,,,6,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20006844,O,,,,F,TRUE,FALSE,FALSE,,,,,12,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16883388,O,,,,F,TRUE,FALSE,FALSE,,,,,23,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19416925,O,,,,F,TRUE,FALSE,FALSE,,,,,30,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20333366,O,,,,F,TRUE,FALSE,FALSE,,,,,31,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19747563,O,,,,F,TRUE,FALSE,FALSE,,,,,28,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16861377,O,,,,F,TRUE,FALSE,FALSE,,,,,19,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18874971,O,,,,F,TRUE,FALSE,FALSE,,,,,64,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18456034,O,,,,F,TRUE,FALSE,FALSE,,,,,48,,,潛在,,,,,,,,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
20326053,O,,,,F,TRUE,FALSE,FALSE,,,,,1,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生活,,,,,
19560826,O,,,,F,TRUE,FALSE,FALSE,,,,,59,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17823586,O,,,,F,TRUE,FALSE,FALSE,,,,,5,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17776724,O,,,,F,TRUE,FALSE,FALSE,,,,,6,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19880606,O,,,,F,TRUE,FALSE,FALSE,,,,,31,,,潛在,,,,,,,,7,下午,,,,,,,,,,,,,,,,,,,,,,,,,
18002315,O,,,,F,TRUE,FALSE,FALSE,,,,,9,,,潛在,,,,,,,,4,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
20851068,O,,,,F,TRUE,FALSE,FALSE,,,,,87,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18811978,O,,,,F,TRUE,FALSE,FALSE,,,,,15,,,潛在,,,,,,,,2,下午,,,,,,,,家電,,,音響,,,,,,,,,,,,,,
19594442,O,,,,F,TRUE,FALSE,FALSE,,,,,82,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096993,O,,,100,F,FALSE,FALSE,FALSE,,,,,48,活躍_低價值,非潛力,活耀,1,2670,48,2670,2670,10,360,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
1289351,F,,,100,F,TRUE,FALSE,FALSE,,,,,2,,,活耀,1,2026,3,2026,2026,7,99,7,早上,,,,,,,,,,,,,,,,,,,,,,,,,
2664387,F,,,100,F,FALSE,FALSE,FALSE,,,,,46,活躍_低價值,低潛力高貢獻,活耀,2,2352,68,1176,1176,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16029232,O,,,100,F,FALSE,FALSE,FALSE,,,,,43,,,活耀,1,312,46,312,312,1,0,6,下午,,,,,,,,,,,,,,,,,,,,,,,,,
10510966,O,,,100,F,FALSE,FALSE,FALSE,5,0,0,0,15,活躍_中價值,非潛力,活耀,1,30000,47,30000,30000,1,0,,,,,,,,,,,,,,,,3C,家電,,電腦機殼,冰箱,,3C,家電,,電腦機殼,冰箱,
18086385,O,,,103,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,,活耀,1,22000,13,22000,22000,1,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037538,O,,,104,F,FALSE,FALSE,FALSE,,,,,11,活躍_中價值,高忠誠高貢獻,活耀,10,17998,0,4024,1636.181818,32,0,5,早上,,,,,,,,美妝,日用,家電,精油擴香,飲料,美容護髮,衣鞋包錶,3C,家電,電暖器,進口零食,蔬果甜點,日用,美妝,衣鞋包錶,南紡生活,SanDisk,飲料
16494769,O,,,104,F,FALSE,FALSE,FALSE,0,5,0,0,6,活躍_中價值,低潛力高貢獻,活耀,2,1194,7,749,597,2,0,3,晚上,,,,,,,,3C,,,露天,,,生活,日用,,衛生紙,床/櫃子,,生活,通訊,日用,線材,南紡生活,衛生紙
16649284,O,,,104,F,FALSE,FALSE,FALSE,,,,,54,未轉換,,潛在,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571396,F,,,104,F,FALSE,FALSE,FALSE,,,,,6,活躍_中價值,高忠誠高貢獻,活耀,4,8552,9,2467,2138,12,100,,,,,,,,,,,,,,,,,,,,,,衣鞋包錶,休閒,日用,汽百,機百,眼鏡
5582086,F,,,104,F,FALSE,FALSE,FALSE,,,,,5,待喚回_低價值,低潛力高貢獻,潛在,,,109,,,,,3,早上,,,,,,,,食品,,,進口零食,,,,,,,,,日用,食品,通訊,婦幼,衛生紙,
11963377,O,,,104,F,FALSE,FALSE,FALSE,,,,,30,未轉換,,潛在,,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777900,F,,,104,F,FALSE,FALSE,FALSE,,,,,5,活躍_低價值,高流失低潛力,活耀,1,1432,2,1432,1432,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
19418236,O,,,104,F,TRUE,FALSE,FALSE,,,,,53,,,活耀,1,393,53,393,393,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004396,O,,,104,F,FALSE,FALSE,FALSE,,,,,7,流失_低價值,非潛力,潛在,,,369,,,,,,,,,,,,,,,,,,,,筆電,,,,,,筆電,,,,,
13898487,O,,,105,F,FALSE,FALSE,FALSE,,,,,32,活躍_中價值,低潛力高貢獻,活耀,3,2388,32,1198,597,6,200,3,半夜,DEBV,DEBV,DEBV,DEBV60,DEBV60,DEBV60,信用卡,休閒,,,,,,休閒,生活,家電,品牌家具,收納,床/櫃子,生活,家電,休閒,收納,品牌家具,床/櫃子
8057667,F,,,105,F,FALSE,FALSE,FALSE,86,0,0,0,1,活躍_高價值,高忠誠高貢獻,活耀,20,213788,3,38000,2055.653846,108,0,5,早上,DAAG,,,DAAG4A,,,其他,日用,食品,生活,衛生紙,票券,儲值,通訊,日用,休閒,運動鞋,收納,桌子,通訊,日用,休閒,收納,健身,沐浴乳/洗手乳
15093341,O,,,105,F,FALSE,FALSE,FALSE,,,,,23,流失_低價值,非潛力,潛在,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17865473,O,,,105,F,FALSE,FALSE,FALSE,,,,,9,流失_低價值,沉睡1,潛在,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8537854,F,,,106,F,FALSE,FALSE,FALSE,,,,,37,活躍_低價值,待喚回忠誠,活耀,1,298,13,298,298,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949752,F,,,106,F,FALSE,FALSE,FALSE,,,,,39,活躍_低價值,高流失低潛力,活耀,1,749,28,749,749,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16217794,O,,,106,F,FALSE,FALSE,FALSE,,,,,9,待喚回_低價值,非潛力,潛在,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20510859,O,,,106,F,TRUE,FALSE,FALSE,11,0,0,0,33,活躍_低價值,高忠誠高貢獻,活耀,2,2462,49,1674,1231,2,0,3,早上,,,,,,,,居家,周邊,3C,文具用品,衣架/曬衣架,,衣鞋包錶,生活,書店,露天,滑鼠,狗食,3C,周邊,通訊,生活風格,生活家電,文具
